model,train_Acc,train_AUC,test_Acc,test_AUC
Zscore_PCA_KW_22_LDA,0.6855,0.7738,0.6636,0.7489
Zscore_PCA_KW_22_AE,0.7318,0.8275,0.6958,0.7787
Zscore_PCA_KW_22_RF,1.0,1.0,0.6952,0.7803
Zscore_PCA_KW_22_LR,0.6529,0.7662,0.644,0.7408
Zscore_PCA_KW_22_AB,0.6962,0.7824,0.6638,0.7438
Zscore_PCA_KW_22_DT,1.0,1.0,0.654,0.622
Zscore_PCA_KW_22_NB,0.6421,0.7102,0.648,0.7034
Zscore_PCA_KW_23_SVM,0.6907,0.7813,0.6734,0.7571
Zscore_PCA_KW_23_LDA,0.6662,0.7785,0.6498,0.7526
Zscore_PCA_KW_23_AE,0.7127,0.8058,0.7013,0.7783
Zscore_PCA_KW_23_RF,1.0,1.0,0.6962,0.7855
Zscore_PCA_KW_23_LR,0.683,0.7789,0.6596,0.7511
Zscore_PCA_KW_23_AB,0.6968,0.7895,0.6681,0.7522
Zscore_PCA_KW_23_DT,1.0,1.0,0.6461,0.619
Zscore_PCA_KW_23_NB,0.641,0.7139,0.6449,0.7078
Zscore_PCA_KW_24_SVM,0.6926,0.7868,0.6817,0.7637
Zscore_PCA_KW_24_LDA,0.6906,0.7831,0.6689,0.7576
Zscore_PCA_KW_24_AE,0.7365,0.8287,0.7075,0.7815
Zscore_PCA_KW_24_RF,1.0,1.0,0.7071,0.7881
Zscore_PCA_KW_24_LR,0.6877,0.7851,0.6666,0.7579
Zscore_PCA_KW_24_AB,0.7028,0.7908,0.6743,0.7551
Zscore_PCA_KW_24_DT,1.0,1.0,0.6463,0.6189
Zscore_PCA_KW_24_NB,0.6479,0.7198,0.6493,0.7125
Zscore_PCA_KW_25_SVM,0.6981,0.7904,0.6834,0.7664
Zscore_PCA_KW_25_LDA,0.7013,0.7867,0.6783,0.7604
Zscore_PCA_KW_25_AE,0.7261,0.8141,0.7143,0.7864
Zscore_PCA_KW_25_RF,1.0,1.0,0.7001,0.7869
Zscore_PCA_KW_25_LR,0.6995,0.7884,0.6775,0.7601
Zscore_PCA_KW_25_AB,0.6993,0.794,0.6732,0.7555
Zscore_PCA_KW_25_DT,1.0,1.0,0.6472,0.62
Zscore_PCA_KW_25_NB,0.655,0.7195,0.6562,0.7117
Zscore_PCA_KW_26_SVM,0.6958,0.7934,0.6745,0.7647
Zscore_PCA_KW_26_LDA,0.7038,0.7897,0.677,0.7593
Zscore_PCA_KW_26_AE,0.7515,0.842,0.7167,0.7914
Zscore_PCA_KW_26_RF,1.0,1.0,0.7094,0.7903
Zscore_PCA_KW_26_LR,0.6961,0.7904,0.6728,0.7602
Zscore_PCA_KW_26_AB,0.7033,0.7953,0.6781,0.7547
Zscore_PCA_KW_26_DT,1.0,1.0,0.6382,0.6088
Zscore_PCA_KW_26_NB,0.6491,0.7185,0.6504,0.7089
Zscore_PCA_KW_27_SVM,0.7066,0.794,0.6888,0.7661
Zscore_PCA_KW_27_LDA,0.7032,0.7906,0.6766,0.7613
Zscore_PCA_KW_27_AE,0.7164,0.8184,0.7005,0.7829
Zscore_PCA_KW_27_RF,1.0,1.0,0.7016,0.7871
Zscore_PCA_KW_27_LR,0.6979,0.791,0.6745,0.7618
Zscore_PCA_KW_27_AB,0.7068,0.795,0.6809,0.7555
Zscore_PCA_KW_27_DT,1.0,1.0,0.638,0.6079
Zscore_PCA_KW_27_NB,0.6462,0.7146,0.65,0.706
Zscore_PCA_KW_28_SVM,0.6994,0.7937,0.679,0.7652
Zscore_PCA_KW_28_LDA,0.6981,0.7913,0.6766,0.7612
Zscore_PCA_KW_28_AE,0.7019,0.8039,0.6854,0.7751
Zscore_PCA_KW_28_RF,1.0,1.0,0.7075,0.7895
Zscore_PCA_KW_28_LR,0.6912,0.7907,0.6677,0.7613
Zscore_PCA_KW_28_AB,0.7068,0.795,0.6809,0.7555
Zscore_PCA_KW_28_DT,1.0,1.0,0.6466,0.6198
Zscore_PCA_KW_28_NB,0.6509,0.7184,0.6485,0.7069
Zscore_PCA_KW_29_SVM,0.7002,0.7959,0.6796,0.7666
Zscore_PCA_KW_29_LDA,0.6931,0.7932,0.6692,0.7622
Zscore_PCA_KW_29_AE,0.7659,0.8563,0.7094,0.7876
Zscore_PCA_KW_29_RF,1.0,1.0,0.715,0.7943
Zscore_PCA_KW_29_LR,0.6845,0.7924,0.6604,0.7627
Zscore_PCA_KW_29_AB,0.6949,0.7996,0.6709,0.7593
Zscore_PCA_KW_29_DT,1.0,1.0,0.6547,0.6275
Zscore_PCA_KW_29_NB,0.6534,0.7212,0.6493,0.7084
Zscore_PCA_KW_30_SVM,0.7002,0.7959,0.6796,0.7666
Zscore_PCA_KW_30_LDA,0.6918,0.7932,0.6683,0.7621
Zscore_PCA_KW_30_AE,0.7338,0.8257,0.7122,0.7883
Zscore_PCA_KW_30_RF,1.0,1.0,0.7092,0.7916
Zscore_PCA_KW_30_LR,0.6845,0.7924,0.6604,0.7627
Zscore_PCA_KW_30_AB,0.6949,0.7996,0.6709,0.7593
Zscore_PCA_KW_30_DT,1.0,1.0,0.6583,0.6324
Zscore_PCA_KW_30_NB,0.6534,0.7212,0.6493,0.7084
Zscore_PCA_KW_31_SVM,0.7073,0.7954,0.6851,0.7648
Zscore_PCA_KW_31_LDA,0.7003,0.7923,0.6719,0.7589
Zscore_PCA_KW_31_AE,0.743,0.8409,0.7131,0.7915
Zscore_PCA_KW_31_RF,1.0,1.0,0.7161,0.791
Zscore_PCA_KW_31_LR,0.7039,0.7911,0.6766,0.7619
Zscore_PCA_KW_31_AB,0.6946,0.7992,0.6662,0.757
Zscore_PCA_KW_31_DT,1.0,1.0,0.6446,0.6178
Zscore_PCA_KW_31_NB,0.6519,0.7296,0.6472,0.7153
Zscore_PCA_KW_32_SVM,0.7079,0.7954,0.686,0.7648
Zscore_PCA_KW_32_LDA,0.6935,0.7926,0.6674,0.7588
Zscore_PCA_KW_32_AE,0.7439,0.8456,0.7067,0.7904
Zscore_PCA_KW_32_RF,1.0,1.0,0.7154,0.7913
Zscore_PCA_KW_32_LR,0.7039,0.7911,0.6766,0.7619
Zscore_PCA_KW_32_AB,0.6946,0.7992,0.6662,0.757
Zscore_PCA_KW_32_DT,1.0,1.0,0.6395,0.6117
Zscore_PCA_KW_32_NB,0.6519,0.7296,0.6472,0.7153
Zscore_PCA_KW_33_SVM,0.7079,0.7954,0.686,0.7648
Zscore_PCA_KW_33_LDA,0.694,0.7926,0.6674,0.7588
Zscore_PCA_KW_33_AE,0.7567,0.8474,0.715,0.792
Zscore_PCA_KW_33_RF,1.0,1.0,0.7013,0.7893
Zscore_PCA_KW_33_LR,0.7039,0.7911,0.6766,0.7619
Zscore_PCA_KW_33_AB,0.6946,0.7992,0.6662,0.757
Zscore_PCA_KW_33_DT,1.0,1.0,0.6457,0.6177
Zscore_PCA_KW_33_NB,0.6519,0.7296,0.6472,0.7153
Zscore_PCA_KW_34_SVM,0.7176,0.8002,0.6928,0.7698
Zscore_PCA_KW_34_LDA,0.7063,0.7966,0.6762,0.763
Zscore_PCA_KW_34_AE,0.7777,0.8708,0.7252,0.7972
Zscore_PCA_KW_34_RF,1.0,1.0,0.7129,0.799
Zscore_PCA_KW_34_LR,0.6848,0.7934,0.6606,0.7643
Zscore_PCA_KW_34_AB,0.704,0.8019,0.6845,0.7613
Zscore_PCA_KW_34_DT,1.0,1.0,0.6406,0.6124
Zscore_PCA_KW_34_NB,0.6521,0.7294,0.6463,0.7173
Zscore_PCA_KW_35_SVM,0.7125,0.8026,0.69,0.7742
Zscore_PCA_KW_35_LDA,0.714,0.7989,0.6847,0.7658
Zscore_PCA_KW_35_AE,0.7602,0.8467,0.7212,0.7986
Zscore_PCA_KW_35_RF,1.0,1.0,0.7139,0.7975
Zscore_PCA_KW_35_LR,0.6842,0.7946,0.66,0.7657
Zscore_PCA_KW_35_AB,0.7115,0.8039,0.6792,0.7602
Zscore_PCA_KW_35_DT,1.0,1.0,0.6449,0.6162
Zscore_PCA_KW_35_NB,0.6568,0.7293,0.6512,0.7177
Zscore_PCA_KW_36_SVM,0.719,0.8041,0.6924,0.7744
Zscore_PCA_KW_36_LDA,0.7189,0.8009,0.6903,0.7667
Zscore_PCA_KW_36_AE,0.7743,0.8671,0.7214,0.7975
Zscore_PCA_KW_36_RF,1.0,1.0,0.7116,0.7979
Zscore_PCA_KW_36_LR,0.7176,0.7964,0.6903,0.767
Zscore_PCA_KW_36_AB,0.7094,0.805,0.6828,0.7613
Zscore_PCA_KW_36_DT,1.0,1.0,0.6487,0.6214
Zscore_PCA_KW_36_NB,0.6669,0.7291,0.6591,0.7163
Zscore_PCA_KW_37_SVM,0.7179,0.8051,0.6915,0.7746
Zscore_PCA_KW_37_LDA,0.7034,0.802,0.6724,0.7678
Zscore_PCA_KW_37_AE,0.7562,0.8543,0.715,0.7992
Zscore_PCA_KW_37_RF,1.0,1.0,0.7116,0.8005
Zscore_PCA_KW_37_LR,0.7044,0.7973,0.6798,0.768
Zscore_PCA_KW_37_AB,0.7044,0.8059,0.6753,0.7605
Zscore_PCA_KW_37_DT,1.0,1.0,0.653,0.6252
Zscore_PCA_KW_37_NB,0.6667,0.7296,0.6602,0.7168
Zscore_PCA_KW_38_SVM,0.7179,0.8051,0.6915,0.7746
Zscore_PCA_KW_38_LDA,0.7069,0.802,0.6753,0.7678
Zscore_PCA_KW_38_AE,0.7675,0.8563,0.7242,0.7984
Zscore_PCA_KW_38_RF,1.0,1.0,0.7065,0.7992
Zscore_PCA_KW_38_LR,0.7044,0.7973,0.6798,0.768
Zscore_PCA_KW_38_AB,0.7044,0.8059,0.6753,0.7605
Zscore_PCA_KW_38_DT,1.0,1.0,0.6532,0.6255
Zscore_PCA_KW_38_NB,0.6667,0.7296,0.6602,0.7168
Zscore_PCA_KW_39_SVM,0.7174,0.8067,0.689,0.7744
Zscore_PCA_KW_39_LDA,0.7002,0.8037,0.6685,0.7675
Zscore_PCA_KW_39_AE,0.7752,0.857,0.7295,0.7992
Zscore_PCA_KW_39_RF,1.0,1.0,0.7141,0.8003
Zscore_PCA_KW_39_LR,0.7053,0.7987,0.6792,0.7676
Zscore_PCA_KW_39_AB,0.7149,0.8058,0.6841,0.7561
Zscore_PCA_KW_39_DT,1.0,1.0,0.6596,0.6312
Zscore_PCA_KW_39_NB,0.6682,0.7265,0.6628,0.7158
Zscore_PCA_KW_40_SVM,0.7222,0.8079,0.6892,0.7753
Zscore_PCA_KW_40_LDA,0.7101,0.8051,0.6779,0.768
Zscore_PCA_KW_40_AE,0.7584,0.8553,0.7248,0.7995
Zscore_PCA_KW_40_RF,1.0,1.0,0.7192,0.8004
Zscore_PCA_KW_40_LR,0.7137,0.8001,0.6896,0.7685
Zscore_PCA_KW_40_AB,0.7099,0.8055,0.6817,0.7598
Zscore_PCA_KW_40_DT,1.0,1.0,0.6493,0.6205
Zscore_PCA_KW_40_NB,0.6548,0.7254,0.6476,0.7145
Zscore_PCA_RFE_1_SVM,0.5476,0.6415,0.5464,0.63
Zscore_PCA_RFE_1_LDA,0.5476,0.6415,0.5464,0.63
Zscore_PCA_RFE_1_AE,0.5483,0.6407,0.5466,0.6497
Zscore_PCA_RFE_1_RF,0.9999,1.0,0.579,0.5943
Zscore_PCA_RFE_1_LR,0.5476,0.6415,0.5464,0.63
Zscore_PCA_RFE_1_AB,0.5494,0.6542,0.5455,0.6402
Zscore_PCA_RFE_1_DT,0.9999,1.0,0.579,0.5433
Zscore_PCA_RFE_1_NB,0.5497,0.6501,0.5464,0.6385
Zscore_PCA_RFE_2_SVM,0.5626,0.6452,0.5583,0.6209
Zscore_PCA_RFE_2_LDA,0.5614,0.6498,0.5581,0.6341
Zscore_PCA_RFE_2_AE,0.5594,0.6595,0.5577,0.6456
Zscore_PCA_RFE_2_RF,1.0,1.0,0.5933,0.6276
Zscore_PCA_RFE_2_LR,0.5631,0.6503,0.5604,0.6342
Zscore_PCA_RFE_2_AB,0.5631,0.6718,0.5547,0.6533
Zscore_PCA_RFE_2_DT,1.0,1.0,0.5847,0.551
Zscore_PCA_RFE_2_NB,0.5476,0.6452,0.5438,0.6394
Zscore_PCA_RFE_3_SVM,0.5958,0.6718,0.5739,0.6389
Zscore_PCA_RFE_3_LDA,0.59,0.6704,0.5705,0.6443
Zscore_PCA_RFE_3_AE,0.6084,0.7172,0.589,0.6908
Zscore_PCA_RFE_3_RF,1.0,1.0,0.624,0.6733
Zscore_PCA_RFE_3_LR,0.5877,0.6719,0.5696,0.644
Zscore_PCA_RFE_3_AB,0.6165,0.7131,0.5871,0.6731
Zscore_PCA_RFE_3_DT,1.0,1.0,0.6099,0.5813
Zscore_PCA_RFE_3_NB,0.5664,0.67,0.5521,0.6544
Zscore_PCA_RFE_4_SVM,0.6159,0.689,0.598,0.6588
Zscore_PCA_RFE_4_LDA,0.6109,0.6882,0.5977,0.6647
Zscore_PCA_RFE_4_AE,0.6499,0.7425,0.6318,0.7222
Zscore_PCA_RFE_4_RF,1.0,1.0,0.6615,0.7061
Zscore_PCA_RFE_4_LR,0.611,0.69,0.6007,0.6648
Zscore_PCA_RFE_4_AB,0.6534,0.7376,0.6304,0.6977
Zscore_PCA_RFE_4_DT,1.0,1.0,0.6101,0.5779
Zscore_PCA_RFE_4_NB,0.6046,0.6895,0.5973,0.6846
Zscore_PCA_RFE_5_SVM,0.6393,0.7213,0.6218,0.6911
Zscore_PCA_RFE_5_LDA,0.6323,0.717,0.622,0.6926
Zscore_PCA_RFE_5_AE,0.6864,0.774,0.6519,0.7379
Zscore_PCA_RFE_5_RF,1.0,1.0,0.6726,0.7343
Zscore_PCA_RFE_5_LR,0.6383,0.7195,0.6293,0.6944
Zscore_PCA_RFE_5_AB,0.6423,0.7453,0.6195,0.7094
Zscore_PCA_RFE_5_DT,1.0,1.0,0.6218,0.5938
Zscore_PCA_RFE_5_NB,0.6175,0.6981,0.6188,0.696
Zscore_PCA_RFE_6_SVM,0.6264,0.7286,0.6075,0.6911
Zscore_PCA_RFE_6_LDA,0.6442,0.7265,0.6218,0.6906
Zscore_PCA_RFE_6_AE,0.6853,0.779,0.6579,0.7354
Zscore_PCA_RFE_6_RF,1.0,1.0,0.6809,0.7403
Zscore_PCA_RFE_6_LR,0.6405,0.7278,0.6171,0.6922
Zscore_PCA_RFE_6_AB,0.6626,0.7571,0.6289,0.7095
Zscore_PCA_RFE_6_DT,1.0,1.0,0.6255,0.5976
Zscore_PCA_RFE_6_NB,0.6285,0.7008,0.625,0.6888
Zscore_PCA_RFE_7_SVM,0.6253,0.734,0.6065,0.6965
Zscore_PCA_RFE_7_LDA,0.6299,0.7313,0.6103,0.6945
Zscore_PCA_RFE_7_AE,0.6842,0.7816,0.6634,0.7451
Zscore_PCA_RFE_7_RF,1.0,1.0,0.6734,0.7427
Zscore_PCA_RFE_7_LR,0.6526,0.7336,0.6333,0.6981
Zscore_PCA_RFE_7_AB,0.6649,0.7613,0.6306,0.7165
Zscore_PCA_RFE_7_DT,1.0,1.0,0.6297,0.6001
Zscore_PCA_RFE_7_NB,0.6364,0.706,0.6237,0.6894
Zscore_PCA_RFE_8_SVM,0.6589,0.7355,0.6314,0.697
Zscore_PCA_RFE_8_LDA,0.6517,0.7342,0.6227,0.6965
Zscore_PCA_RFE_8_AE,0.7025,0.7937,0.6741,0.7507
Zscore_PCA_RFE_8_RF,1.0,1.0,0.6785,0.7535
Zscore_PCA_RFE_8_LR,0.653,0.7354,0.6265,0.6986
Zscore_PCA_RFE_8_AB,0.6743,0.7642,0.6363,0.7155
Zscore_PCA_RFE_8_DT,1.0,1.0,0.6385,0.6098
Zscore_PCA_RFE_8_NB,0.6468,0.714,0.6323,0.6958
Zscore_PCA_RFE_9_SVM,0.6589,0.7355,0.6314,0.697
Zscore_PCA_RFE_9_LDA,0.6576,0.7414,0.6246,0.7022
Zscore_PCA_RFE_9_AE,0.6949,0.7949,0.6643,0.7518
Zscore_PCA_RFE_9_RF,1.0,1.0,0.6822,0.7539
Zscore_PCA_RFE_9_LR,0.653,0.7354,0.6265,0.6986
Zscore_PCA_RFE_9_AB,0.6743,0.7642,0.6363,0.7155
Zscore_PCA_RFE_9_DT,1.0,1.0,0.6338,0.6049
Zscore_PCA_RFE_9_NB,0.6468,0.714,0.6323,0.6958
Zscore_PCA_RFE_10_SVM,0.6638,0.759,0.641,0.7238
Zscore_PCA_RFE_10_LDA,0.6779,0.7576,0.6419,0.7211
Zscore_PCA_RFE_10_AE,0.7216,0.8149,0.6839,0.7681
Zscore_PCA_RFE_10_RF,1.0,1.0,0.69,0.7712
Zscore_PCA_RFE_10_LR,0.666,0.7594,0.6412,0.7241
Zscore_PCA_RFE_10_AB,0.6877,0.7755,0.6523,0.7313
Zscore_PCA_RFE_10_DT,1.0,1.0,0.6355,0.6046
Zscore_PCA_RFE_10_NB,0.631,0.7195,0.6344,0.7098
Zscore_PCA_RFE_11_SVM,0.6775,0.7627,0.6521,0.7293
Zscore_PCA_RFE_11_LDA,0.6505,0.7608,0.6312,0.7277
Zscore_PCA_RFE_11_AE,0.7248,0.8187,0.6851,0.7716
Zscore_PCA_RFE_11_RF,1.0,1.0,0.6877,0.7707
Zscore_PCA_RFE_11_LR,0.6558,0.7628,0.635,0.7295
Zscore_PCA_RFE_11_AB,0.6803,0.7795,0.6544,0.7407
Zscore_PCA_RFE_11_DT,1.0,1.0,0.6421,0.6158
Zscore_PCA_RFE_11_NB,0.6407,0.7253,0.6419,0.716
Zscore_PCA_RFE_12_SVM,0.685,0.7668,0.6547,0.7349
Zscore_PCA_RFE_12_LDA,0.6629,0.7649,0.6444,0.7331
Zscore_PCA_RFE_12_AE,0.718,0.8102,0.6926,0.7767
Zscore_PCA_RFE_12_RF,1.0,1.0,0.6928,0.7766
Zscore_PCA_RFE_12_LR,0.6654,0.7671,0.6402,0.7346
Zscore_PCA_RFE_12_AB,0.6852,0.7845,0.6604,0.7443
Zscore_PCA_RFE_12_DT,1.0,1.0,0.6468,0.6217
Zscore_PCA_RFE_12_NB,0.6604,0.7321,0.6532,0.7206
Zscore_PCA_RFE_13_SVM,0.685,0.7668,0.6547,0.7349
Zscore_PCA_RFE_13_LDA,0.6756,0.7698,0.6542,0.7414
Zscore_PCA_RFE_13_AE,0.7261,0.8195,0.6941,0.7771
Zscore_PCA_RFE_13_RF,1.0,1.0,0.6956,0.7766
Zscore_PCA_RFE_13_LR,0.6654,0.7671,0.6402,0.7346
Zscore_PCA_RFE_13_AB,0.6852,0.7845,0.6604,0.7443
Zscore_PCA_RFE_13_DT,1.0,1.0,0.6466,0.6218
Zscore_PCA_RFE_13_NB,0.6604,0.7321,0.6532,0.7206
Zscore_PCA_RFE_14_SVM,0.6857,0.7775,0.6557,0.7454
Zscore_PCA_RFE_14_LDA,0.6909,0.7738,0.6589,0.7422
Zscore_PCA_RFE_14_AE,0.744,0.8363,0.7122,0.7865
Zscore_PCA_RFE_14_RF,1.0,1.0,0.696,0.7811
Zscore_PCA_RFE_14_LR,0.6919,0.7776,0.6585,0.7441
Zscore_PCA_RFE_14_AB,0.6826,0.7868,0.653,0.7448
Zscore_PCA_RFE_14_DT,1.0,1.0,0.6359,0.61
Zscore_PCA_RFE_14_NB,0.6597,0.7373,0.6551,0.7256
Zscore_PCA_RFE_15_SVM,0.6839,0.7763,0.6504,0.7427
Zscore_PCA_RFE_15_LDA,0.686,0.7733,0.6534,0.7407
Zscore_PCA_RFE_15_AE,0.7301,0.8285,0.7009,0.7872
Zscore_PCA_RFE_15_RF,1.0,1.0,0.7041,0.78
Zscore_PCA_RFE_15_LR,0.6933,0.7772,0.6593,0.7432
Zscore_PCA_RFE_15_AB,0.6854,0.788,0.6632,0.7491
Zscore_PCA_RFE_15_DT,1.0,1.0,0.6325,0.6025
Zscore_PCA_RFE_15_NB,0.651,0.7336,0.648,0.7187
Zscore_PCA_RFE_16_SVM,0.6988,0.7785,0.6726,0.7477
Zscore_PCA_RFE_16_LDA,0.686,0.7758,0.6576,0.7455
Zscore_PCA_RFE_16_AE,0.7326,0.8285,0.6967,0.7843
Zscore_PCA_RFE_16_RF,1.0,1.0,0.6962,0.7798
Zscore_PCA_RFE_16_LR,0.6882,0.7793,0.6602,0.7479
Zscore_PCA_RFE_16_AB,0.6934,0.7884,0.6645,0.749
Zscore_PCA_RFE_16_DT,1.0,1.0,0.6365,0.607
Zscore_PCA_RFE_16_NB,0.6435,0.7344,0.6434,0.7212
Zscore_PCA_RFE_17_SVM,0.6937,0.7827,0.6758,0.7561
Zscore_PCA_RFE_17_LDA,0.691,0.7792,0.6683,0.7521
Zscore_PCA_RFE_17_AE,0.751,0.842,0.7146,0.7904
Zscore_PCA_RFE_17_RF,1.0,1.0,0.6973,0.7858
Zscore_PCA_RFE_17_LR,0.6826,0.7814,0.6574,0.7524
Zscore_PCA_RFE_17_AB,0.6981,0.7897,0.6719,0.7501
Zscore_PCA_RFE_17_DT,1.0,1.0,0.6412,0.6119
Zscore_PCA_RFE_17_NB,0.6585,0.7376,0.6576,0.7252
Zscore_PCA_RFE_18_SVM,0.6796,0.7839,0.6623,0.7562
Zscore_PCA_RFE_18_LDA,0.6867,0.781,0.6617,0.7529
Zscore_PCA_RFE_18_AE,0.7556,0.8464,0.7073,0.7949
Zscore_PCA_RFE_18_RF,1.0,1.0,0.7148,0.7904
Zscore_PCA_RFE_18_LR,0.7057,0.783,0.6773,0.7525
Zscore_PCA_RFE_18_AB,0.6864,0.7918,0.6647,0.7529
Zscore_PCA_RFE_18_DT,1.0,1.0,0.6425,0.614
Zscore_PCA_RFE_18_NB,0.6562,0.7383,0.6534,0.7248
Zscore_PCA_RFE_19_SVM,0.6815,0.7839,0.6638,0.7564
Zscore_PCA_RFE_19_LDA,0.6975,0.7818,0.6736,0.7527
Zscore_PCA_RFE_19_AE,0.7389,0.8284,0.7109,0.7887
Zscore_PCA_RFE_19_RF,1.0,1.0,0.7028,0.79
Zscore_PCA_RFE_19_LR,0.7061,0.7829,0.6775,0.7527
Zscore_PCA_RFE_19_AB,0.6864,0.7918,0.6647,0.7529
Zscore_PCA_RFE_19_DT,1.0,1.0,0.648,0.6188
Zscore_PCA_RFE_19_NB,0.6517,0.7358,0.6495,0.7223
Zscore_PCA_RFE_20_SVM,0.6815,0.7839,0.6638,0.7564
Zscore_PCA_RFE_20_LDA,0.6836,0.7825,0.6572,0.7531
Zscore_PCA_RFE_20_AE,0.7556,0.8406,0.7152,0.7943
Zscore_PCA_RFE_20_RF,1.0,1.0,0.7022,0.7886
Zscore_PCA_RFE_20_LR,0.7061,0.7829,0.6775,0.7527
Zscore_PCA_RFE_20_AB,0.6864,0.7918,0.6647,0.7529
Zscore_PCA_RFE_20_DT,1.0,1.0,0.6444,0.6155
Zscore_PCA_RFE_20_NB,0.6517,0.7358,0.6495,0.7223
Zscore_PCA_RFE_21_SVM,0.6815,0.7839,0.6638,0.7564
Zscore_PCA_RFE_21_LDA,0.6834,0.7826,0.6583,0.7531
Zscore_PCA_RFE_21_AE,0.7394,0.8223,0.7184,0.7868
Zscore_PCA_RFE_21_RF,1.0,1.0,0.7043,0.7872
Zscore_PCA_RFE_21_LR,0.7061,0.7829,0.6775,0.7527
Zscore_PCA_RFE_21_AB,0.6864,0.7918,0.6647,0.7529
Zscore_PCA_RFE_21_DT,1.0,1.0,0.6487,0.6201
Zscore_PCA_RFE_21_NB,0.6517,0.7358,0.6495,0.7223
Zscore_PCA_RFE_22_SVM,0.6962,0.7866,0.679,0.7598
Zscore_PCA_RFE_22_LDA,0.6951,0.7849,0.6692,0.7563
Zscore_PCA_RFE_22_AE,0.7494,0.853,0.6986,0.7926
Zscore_PCA_RFE_22_RF,1.0,1.0,0.7152,0.7905
Zscore_PCA_RFE_22_LR,0.7069,0.7838,0.6777,0.7539
Zscore_PCA_RFE_22_AB,0.6982,0.794,0.6709,0.7541
Zscore_PCA_RFE_22_DT,1.0,1.0,0.6427,0.6119
Zscore_PCA_RFE_22_NB,0.6625,0.7364,0.6623,0.724
Zscore_PCA_RFE_23_SVM,0.6962,0.7866,0.679,0.7598
Zscore_PCA_RFE_23_LDA,0.6961,0.7861,0.6687,0.7546
Zscore_PCA_RFE_23_AE,0.7573,0.8495,0.712,0.8011
Zscore_PCA_RFE_23_RF,1.0,1.0,0.7005,0.7918
Zscore_PCA_RFE_23_LR,0.7069,0.7838,0.6777,0.7539
Zscore_PCA_RFE_23_AB,0.6982,0.794,0.6709,0.7541
Zscore_PCA_RFE_23_DT,1.0,1.0,0.6478,0.6187
Zscore_PCA_RFE_23_NB,0.6625,0.7364,0.6623,0.724
Zscore_PCA_RFE_24_SVM,0.7029,0.7902,0.6794,0.7591
Zscore_PCA_RFE_24_LDA,0.6939,0.789,0.6621,0.7541
Zscore_PCA_RFE_24_AE,0.7523,0.8478,0.7054,0.7945
Zscore_PCA_RFE_24_RF,1.0,1.0,0.7001,0.7897
Zscore_PCA_RFE_24_LR,0.6937,0.7852,0.6704,0.7542
Zscore_PCA_RFE_24_AB,0.7073,0.7961,0.6755,0.7519
Zscore_PCA_RFE_24_DT,1.0,1.0,0.6421,0.6118
Zscore_PCA_RFE_24_NB,0.6653,0.7376,0.6589,0.7223
Zscore_PCA_RFE_25_SVM,0.71,0.7905,0.6875,0.7608
Zscore_PCA_RFE_25_LDA,0.7024,0.789,0.6715,0.7552
Zscore_PCA_RFE_25_AE,0.78,0.8676,0.7207,0.7956
Zscore_PCA_RFE_25_RF,1.0,1.0,0.708,0.7894
Zscore_PCA_RFE_25_LR,0.6935,0.7855,0.6709,0.7556
Zscore_PCA_RFE_25_AB,0.6973,0.7954,0.673,0.756
Zscore_PCA_RFE_25_DT,1.0,1.0,0.6455,0.6152
Zscore_PCA_RFE_25_NB,0.6646,0.7321,0.6598,0.721
Zscore_PCA_RFE_26_SVM,0.7136,0.7924,0.6845,0.7619
Zscore_PCA_RFE_26_LDA,0.7037,0.7913,0.6713,0.7558
Zscore_PCA_RFE_26_AE,0.7389,0.8345,0.7077,0.7937
Zscore_PCA_RFE_26_RF,1.0,1.0,0.7001,0.7899
Zscore_PCA_RFE_26_LR,0.6983,0.7869,0.6713,0.7562
Zscore_PCA_RFE_26_AB,0.7062,0.7969,0.6762,0.7554
Zscore_PCA_RFE_26_DT,1.0,1.0,0.6476,0.6195
Zscore_PCA_RFE_26_NB,0.6615,0.7331,0.6562,0.7197
Zscore_PCA_RFE_27_SVM,0.7127,0.7936,0.6888,0.7647
Zscore_PCA_RFE_27_LDA,0.703,0.7925,0.6713,0.7585
Zscore_PCA_RFE_27_AE,0.7672,0.8582,0.7143,0.8
Zscore_PCA_RFE_27_RF,1.0,1.0,0.7043,0.7921
Zscore_PCA_RFE_27_LR,0.6996,0.7873,0.6715,0.7568
Zscore_PCA_RFE_27_AB,0.6978,0.7974,0.673,0.7576
Zscore_PCA_RFE_27_DT,1.0,1.0,0.6476,0.618
Zscore_PCA_RFE_27_NB,0.6622,0.7321,0.6553,0.7209
Zscore_PCA_RFE_28_SVM,0.7047,0.7968,0.6807,0.7672
Zscore_PCA_RFE_28_LDA,0.7053,0.7954,0.676,0.7608
Zscore_PCA_RFE_28_AE,0.7456,0.84,0.702,0.7934
Zscore_PCA_RFE_28_RF,1.0,1.0,0.7107,0.7943
Zscore_PCA_RFE_28_LR,0.703,0.7898,0.676,0.7587
Zscore_PCA_RFE_28_AB,0.6973,0.7999,0.6662,0.7553
Zscore_PCA_RFE_28_DT,1.0,1.0,0.6455,0.6184
Zscore_PCA_RFE_28_NB,0.6639,0.733,0.6557,0.7223
Zscore_PCA_RFE_29_SVM,0.7124,0.7976,0.6862,0.7688
Zscore_PCA_RFE_29_LDA,0.7085,0.7961,0.68,0.7618
